ID,Symposia,Weekday,Date,Time Block,Type,Title of Panel/Grouping,Title of Presentation or Screening,Presentation or Paper URL,Presenter/Moderator A,Presenter/Moderator B,Presenter/Moderator C,Presenter/Moderator D,Presenter/Moderator E,Presenter/Moderator F,Work A,Work B,Work C,Work D,Notes
0240,"Orphans 5:  Science, Industry & Education",Saturday,"March 25, 2006",9:30am - 10:30am,Presentation,Academy of Motion Picture Arts and Sciences Visiting Artist David Shepard,Through the Alimentary Canal With Gun and Camera': ERPI Classroom Films,,David Shepard,,,,,,,,,,
0241,"Orphans 5:  Science, Industry & Education",Saturday,"March 25, 2006",10:45am - 12:30pm,Panel Presentation,In the Classroom,Celluloid Classrooms and Everyday Projectionists: Post-WWII Consolidation of Community FIlm Activism,,Charles Acland,,,,,,,,,,
0242,"Orphans 5:  Science, Industry & Education",Saturday,"March 25, 2006",10:45am - 12:30pm,Panel Presentation,In the Classroom,"The Nederlandse Onderwijs Film Collection, Netherlands Institute for Sound and Vision",,Claudy Op den Kamp,,,,,,,,,,
0243,"Orphans 5:  Science, Industry & Education",Saturday,"March 25, 2006",10:45am - 12:30pm,Panel Presentation,In the Classroom,How teaching Films Teach: Strategies of Motivation in Dutch Classroom Films of the 1940s and 50s,,Eef Masson,,,,,,,,,,
0244,"Orphans 5:  Science, Industry & Education",Saturday,"March 25, 2006",10:45am - 12:30pm,Panel Presentation,In the Classroom,Search and Rescue,,Robert Silberman,Matt Bakkom,,,,,,,,,
0245,"Orphans 5:  Science, Industry & Education",Saturday,"March 25, 2006",10:45am - 12:30pm,Screening,In the Classroom,Sophie More: A Fictitious Representation of Campus Life (c. 1918),, ,,,,,,,,,,"Preserved by Monaco Film & Video, piano accompaniment by Dennis James"
0246,"Orphans 5:  Science, Industry & Education",Saturday,"March 25, 2006",1:45pm - 2:45 pm,Panel Presentation,"Cottage Industry, Home Schooling",No Title,,Snowden Becker,Brian Graney,Chad Hunter,Dwight Swanson,Katie Trainor,,The Best of Home Movie Day,,,,The Center for Home Movies
0247,"Orphans 5:  Science, Industry & Education",Saturday,"March 25, 2006",1:45pm - 2:45 pm,Panel Presentation,"Cottage Industry, Home Schooling",No Title,,Anke Mebold,,,,,,"Charles Boehm amateur film (c. 1920, 28mm Pathescope)", ,,,
0248,"Orphans 5:  Science, Industry & Education",Saturday,"March 25, 2006",1:45pm - 2:45 pm,Panel Presentation,"Cottage Industry, Home Schooling",No Title,,Margaret Compton,,,,,,"louis Harris, Sr. home movie, Nevada (1953, 16mm Kodachrome)", ,,,
0249,"Orphans 5:  Science, Industry & Education",Saturday,"March 25, 2006",1:45pm - 2:45 pm,Panel Presentation,"Cottage Industry, Home Schooling","the 28mm safety film, 1911-1930",,Anke Mebold,,,,,,Fire insurance industrial (c. 1924),,,,"restored by Haghefilm, Peter Limburg"
0250,"Orphans 5:  Science, Industry & Education",Saturday,"March 25, 2006",3:00pm - 4:15pm,Panel Presentation,Sex Ed.,Sex Mis-Education: The Sex-Ed Film in the Moving Image Archive,,Christopher Lane ,Amy Sloper,,,,,,,,,
0251,"Orphans 5:  Science, Industry & Education",Saturday,"March 25, 2006",3:00pm - 4:15pm,Panel Presentation,Sex Ed.,Porn Films in the Kinsey Institute and Elsewhere,,Linda Williams,,,,,,,,,,
0252,"Orphans 5:  Science, Industry & Education",Saturday,"March 25, 2006",4:30pm - 6:00pm,Panel Presentation,Medical Ethics,Dr. Whelpley's Films of the North Carolina 'Asylum for the Colored Insane',,Snowden Becker,Tanya Rollins,,,,,,,,,
0253,"Orphans 5:  Science, Industry & Education",Saturday,"March 25, 2006",4:30pm - 6:00pm,Panel Presentation,Medical Ethics,Dr. Clark's Projections,,Zoe Beloff,,,,,,"Child Analysis I and II, Stamford Psychoanalytic Sanitarium (1930)", ,,,
0254,"Orphans 5:  Science, Industry & Education",Saturday,"March 25, 2006",8:00 PM,Screening,After School Specials,No Title,,Buckey Grimm,,,,,,In de Tropische Zee (1914),,,,"by Carl L. Gregory, for the Submarine Film Corp., piano accompaniment by Christopher Nash"
0255,"Orphans 5:  Science, Industry & Education",Saturday,"March 25, 2006",8:00 PM,Screening,After School Specials,No Title,,Helen Hill,,,,,,"New Orleans Filmmaker, post-Katrina home movies and animation", ,,,
0256,"Orphans 5:  Science, Industry & Education",Saturday,"March 25, 2006",8:00 PM,Screening,After School Specials,No Title,,Bill Morrison,,,,,,Who By Water (2006),,,,
0257,"Orphans 5:  Science, Industry & Education",Saturday,"March 25, 2006",8:00 PM,Screening,After School Specials,No Title,,Paula Amad,,,,,,La Croissance des vegetaux (1929) by Dr. Jean Comandon, ,,,"for Institute Pasteur, pioano accompaniment by Joe Milutis"
0258,"Orphans 5:  Science, Industry & Education",Saturday,"March 25, 2006",8:00 PM,Screening,After School Specials,No Title,,Karl Heider,,,,,,"Johnsons on Africa Expedition (Movietone, 1929) ","Congrollia' Opens at the Winter Garden Theatre (Movietone, 1932)", ,,prints by Summit Film Lab
0259,"Orphans 5:  Science, Industry & Education",Saturday,"March 25, 2006",8:00 PM,Screening,After School Specials,No Title,,Geoff Alexander,,,,,,Protein Synthesis: An Epic on the Cellular Level (1971), ,,,
0260,"Orphans 5:  Science, Industry & Education",Saturday,"March 25, 2006",8:00 PM,Screening,After School Specials,No Title,,Stephen Parr,,,,,,Living in a Reverse World (1958), ,,,
0261,"Orphans 5:  Science, Industry & Education",Saturday,"March 25, 2006",8:00 PM,Screening,After School Specials,No Title,,Carolyn Faber,,,,,,For the Record (2004),,,,
0262,"Orphans 5:  Science, Industry & Education",Saturday,"March 25, 2006",8:00 PM,Screening,After School Specials,No Title,,Andrew Lampert,,,,,,Benetton (2004),,,,
0263,"Orphans 5:  Science, Industry & Education",Saturday,"March 25, 2006",8:00 PM,Screening,After School Specials,No Title,,Greg Pierce,,,,,,Three Motion Picture Test Hops,,,,
0264,Orphans 6: The State,Wednesday,"March 26, 2008",,Screening,No Title,No Title,,Bill Morrison,,,,,,Orphans 6 trailer,,,,
0265,Orphans 6: The State,Wednesday,"March 26, 2008",,Screening,Anywhere...A Tribute to Artist-Activist Helen Hill,No Title,, ,,,,,,"""What is an Orphan film?"" Interview outtake of HH from Orphan Ist. (2006, Lauren Heath, Erin Curtis, Mike Johns)", ,,,
0266,Orphans 6: The State,Wednesday,"March 26, 2008",,Screening,Anywhere...A Tribute to Artist-Activist Helen Hill,No Title,,John Canemaker,,,,,,"Madam Winger Makes a Film: A Survival Guide for the 21st Century (2001, Hill)", ,,,
0267,Orphans 6: The State,Wednesday,"March 26, 2008",,Screening,Anywhere...A Tribute to Artist-Activist Helen Hill,No Title,,Bill Brand,Lauren Sorensen,Sarah Resnick,Loni Shibuyama,,,"Rain Dance (1990/2007, Hill)",,,,
0268,Orphans 6: The State,Wednesday,"March 26, 2008",,Screening,Anywhere...A Tribute to Artist-Activist Helen Hill,No Title,,Tom De Smet,,,,,,"Helen La Belle (1957, Lotte Reiniger)",,,,
0269,Orphans 6: The State,Wednesday,"March 26, 2008",,Screening,Anywhere...A Tribute to Artist-Activist Helen Hill,No Title,,,,,,,,"Vessel (1992, Hill)",,,,
0270,Orphans 6: The State,Wednesday,"March 26, 2008",,Screening,Anywhere...A Tribute to Artist-Activist Helen Hill,No Title,,John Porter,,,,,,"Phil's Film Farm (2002, John Porter)",,,,
0271,Orphans 6: The State,Wednesday,"March 26, 2008",,Screening,Anywhere...A Tribute to Artist-Activist Helen Hill,No Title,,,,,,,,"Removed (1999, Naomi Uman)",,,,
0272,Orphans 6: The State,Wednesday,"March 26, 2008",,Screening,Anywhere...A Tribute to Artist-Activist Helen Hill,No Title,,,,,,,,"Grandfather (2008, Jimmy Kinder)",,,,
0273,Orphans 6: The State,Wednesday,"March 26, 2008",,Screening,Anywhere...A Tribute to Artist-Activist Helen Hill,No Title,,Haden Guest,,,,,,"Mouseholes (1999, Hill)",,,,
0274,Orphans 6: The State,Wednesday,"March 26, 2008",,Screening,Anywhere...A Tribute to Artist-Activist Helen Hill,No Title,,Courtney Egan,,,,,,"Termite Light (2003, Hill/Egan)","Cleveland Strret Gap (2006, Hill/Egan)", ,,
0275,Orphans 6: The State,Wednesday,"March 26, 2008",,Screening,Anywhere...A Tribute to Artist-Activist Helen Hill,No Title,,,,,,,,"Home Movie Day New Orleans (2006, Kelli Shay Hicks)", ,,,Kelli Hix on autoharp
0276,Orphans 6: The State,Wednesday,"March 26, 2008",,Performance,Anywhere...A Tribute to Artist-Activist Helen Hill,No Title,,Pistol Pete,Rayna Dae,,,,,"""Emma Goldman"" (Hill/Gailiunas)","""My Pink Bik"" (Hill)",,,Song performance. 
0277,Orphans 6: The State,Wednesday,"March 26, 2008",,Screening,Anywhere...A Tribute to Artist-Activist Helen Hill,No Title,,Kara Van Malssen,Dwight Swanson,,,,,Helen Hill's home movies (ca. 2002-05),,,,
0278,Orphans 6: The State,Wednesday,"March 26, 2008",,Screening,Anywhere...A Tribute to Artist-Activist Helen Hill,No Title,,George Ingmire,,,,,,"think of Me First as a Person (1960-75, Dwight COre, Sr. & George Ingmire)", ,,,
0279,Orphans 6: The State,Wednesday,"March 26, 2008",,Screening,Anywhere...A Tribute to Artist-Activist Helen Hill,No Title,,Kevin Lewis,Becky Lewis,,,,,Quacks (1981),,,,
0280,Orphans 6: The State,Wednesday,"March 26, 2008",,Screening,Anywhere...A Tribute to Artist-Activist Helen Hill,No Title,,,,,,,,"Scratch and Crow (1995, Hill)",,,,
0281,Orphans 6: The State,Wednesday,"March 26, 2008",,Screening,Anywhere...A Tribute to Artist-Activist Helen Hill,No Title,,,,,,,,The House of Sweet Magic (1981),,,,
0282,Orphans 6: The State,Thursday,"March 27, 2008",,Screening,The State of State AV Archives,,,Dennis James (piano),,,,,,"The Invisible Men (Les Invisibles, Pathe, 1906)",,,,
0283,Orphans 6: The State,Thursday,"March 27, 2008",,Keynote,The State of State AV Archives,,,Paolo Cherchi Usai,,,,,,,,,,
0284,Orphans 6: The State,Thursday,"March 27, 2008",,Screening,The State of State AV Archives,,,,,,,,,Stages Illustrating Development of Human Erect Posture (192?), ,,,
0285,Orphans 6: The State,Thursday,"March 27, 2008",,Panel Presentation,The Archive: Between the State and the Independent,Singapore's Independent FIlm Pioneer: Rajendra Gour and the Restoration of A Labour of Love (1976),,Tan Bee Thiam,,,,,,,,,,
0286,Orphans 6: The State,Thursday,"March 27, 2008",,Panel Presentation,The Archive: Between the State and the Independent,Political Filmmaking in SIngapore: Preserving the Banned Videos of Martyn See,,Lucy Smee,,,,,,,,,,
0287,Orphans 6: The State,Thursday,"March 27, 2008",,Panel Presentation,The Archive: Between the State and the Independent,,,Zhang Zhen,,,,,,,,,,
0288,Orphans 6: The State,Thursday,"March 27, 2008",,Screening,"""The Free and INdependent Republic of Washington Square""", ,,Leah Churner,Kathleen Maguire,,,,,"Washington Square Park (1966, Bob Parent)",,,,
0289,Orphans 6: The State,Thursday,"March 27, 2008",,Screening,"""The Free and INdependent Republic of Washington Square""", ,,,,,,,,NYU Surveillance Film of 3/6/68 Dow Chemical Demonstration (1968), ,,,
0290,Orphans 6: The State,Thursday,"March 27, 2008",,Screening,"""The Free and INdependent Republic of Washington Square""", ,,Dan Drasin,,,,,,"Sunday (1961, Drasin)",,,,preserved by the UCLA Film and Television Archive and The Film Foundation
0291,Orphans 6: The State,Thursday,"March 27, 2008",,Screening,"""The Free and INdependent Republic of Washington Square""", ,,Andrew Lampert,Steven Villereal,,,,,A Different Kind of Movie: Gordon Hitchens interviews Emile de Antonio (1967), ,,,
0292,Orphans 6: The State,Thursday,"March 27, 2008",,Panel Presentation,"""The Free and INdependent Republic of Washington Square""","Order, Disorder, and Point of Order! (The Cropping of the Spectacle)",, , ,,,,,,,,,
0293,Orphans 6: The State,Thursday,"March 27, 2008",,Panel Presentation,"Camera News, Inc. & the Newsreel Collectives","on prison films, Attica, and Teach Our Children",,Jonathan Kahana,,,,,,,,,,
0294,Orphans 6: The State,Thursday,"March 27, 2008",,Panel Presentation,"Camera News, Inc. & the Newsreel Collectives",the PFA Newsreel Collection,,Pamela Jean Smith,,,,,," Teach Our Children (1972, Christine Choy/Susan Robeson)", ,,,
0295,Orphans 6: The State,Thursday,"March 27, 2008",,Panel Presentation,"Camera News, Inc. & the Newsreel Collectives",on army film and The Army Film,,Eric Breitbart,,,,,,"The Army Film (1969, New York Newsreel)",,,,
0296,Orphans 6: The State,Thursday,"March 27, 2008",,Panel Presentation,Seven Thousand Films for Government and Business,Jam Handy and His Organization,,Rick Prelinger,,,,,,,,,,
0297,Orphans 6: The State,Thursday,"March 27, 2008",,Screening,Screening: The Border,,,Mark G. Cooper ,Mike Mashon,,,,,If My Country Should Call (1916),,,,"music by Dennis james, narration by Karen Young"
0298,Orphans 6: The State,Thursday,"March 27, 2008",,Screening,Screening: The Border,,,Gregorio Rocha,,,,,,"Viajepor el Sureste (1936), Charles Lindebergh and Jack Dempsey", ,,,
0299,Orphans 6: The State,Thursday,"March 27, 2008",,Screening,Screening: The Border,,,Kim Tomadjoglou,,,,,,"La Venganza de Pancho Villa (ca. 1930-34, Felix & Edmundo Padilla)", ,,,
0300,Orphans 6: The State,Friday,"March 28, 2008",,Panel Presentation,Early U.S. Government Films,"The Bureaucratic Activist: Federal Filmmakers and the Struggle for Social Change in ""Return to Normalcy America"" ",,Jennifer Zwarich,,,,,,,,,,
0301,Orphans 6: The State,Friday,"March 28, 2008",,Panel Presentation,Early U.S. Government Films,on Department of Agriculture films,,Charles Grimm,,,,,,,,,,
0302,Orphans 6: The State,Friday,"March 28, 2008",,Panel Presentation,Early U.S. Government Films,,,Richard Allen,,,,,,,,,,
0303,Orphans 6: The State,Friday,"March 28, 2008",,Panel Presentation,"Political Campaigns, Counterpropaganda Campaigns","campaign ads for Gov. Carl Sanders (1969-70, Albert and David Maysles)",,Craig Breaden,Al Maysles,,,,,,,,,
0304,Orphans 6: The State,Friday,"March 28, 2008",,Screening,"Political Campaigns, Counterpropaganda Campaigns",,,Juana Suarez,Ramiro Arbelaez,,,,,"Garras de oro (The Dawn of Justice, 1926)",,,,
0305,Orphans 6: The State,Friday,"March 28, 2008",,Panel Presentation,International Communications,"U.S. Information Agency films under George Stevens, Jr.",,Jennifer Horne,,,,,,,,,,
0306,Orphans 6: The State,Friday,"March 28, 2008",,Screening,International Communications,,,,,,,,,"James Blue's Alliance for Progress trilogy (1963, USIA)", ,,,
0307,Orphans 6: The State,Friday,"March 28, 2008",,Panel Presentation,International Communications,Stories of International Development: UNESCO's World Without End ,,Zoe Druick,,,,,,"UNESCO's World Without End (1953, Basil Wright and Paul Rotha)  ", ,,,
0308,Orphans 6: The State,Friday,"March 28, 2008",,Panel Presentation,International Communications,,,Robert Sklar,,,,,,,,,,
0309,Orphans 6: The State,Friday,"March 28, 2008",,Screening,Extended Family Films from the Dutch East Indies,,,Elvira Pouw,,,,,,"The Extended Family Man, De bedienden van de familie Sanders (192?)", ,,,
0310,Orphans 6: The State,Friday,"March 28, 2008",,Panel Presentation,Extended Family Films from the Dutch East Indies,"""Treated Like a King: Private Footage from the Dutch East Indies""",,Nico de Klerk,,,,,,Kwee compilation #2 (ca. 1929),,,,
0311,Orphans 6: The State,Friday,"March 28, 2008",,Screening,Strange Bedfellows,,,Mark J. Williams,,,,,,"""Ronald Reagan presents The Orchid Award"" (1953, ABC)",,,,
0312,Orphans 6: The State,Friday,"March 28, 2008",,Panel Presentation,Strange Bedfellows,A Meeting of Church and State: Television's Paulist Twilight Zone: Insight )1963-1980),,Mark Quigley,Dan Einstein,,,,,"""Locusts Have No King"" (1965)",,,,
0313,Orphans 6: The State,Friday,"March 28, 2008",,Screening,Screening: The Country,"live via iChat video from San Francisco, with homemade sing-along and natural anthem ""Everyone Needs a Hoe""",, Melinda Stone,Sam Sharkey,,,,,,,,,
0314,Orphans 6: The State,Friday,"March 28, 2008",,Screening,Screening: The Country,,,Naomi Uman,,,,,,"Kalendar (shot in Ukraine, 2007-08)",,,,
0315,Orphans 6: The State,Friday,"March 28, 2008",,Screening,Screening: The Country,,,Devin Orgeron ,George Stoney,,,,,Tar Heel Family (1949),,,,
0316,Orphans 6: The State,Friday,"March 28, 2008",,Screening,Screening: The Country,,,Naomi Uman,,,,,,con Leche (1998),,,,
0317,Orphans 6: The State,Saturday,"March 29, 2008",,Presentation,New Frontiers in Digitizing Legacy Videotapes,Digitizing the [U-matic] Downtown Collection: 1970s experimental video,,Ann Butler,Bret Phillips,Sarah Ziebell,Jim Linder,,,,,,,
0318,Orphans 6: The State,Saturday,"March 29, 2008",,Round Table,"""Orphan Works"": Law, Policy, and the Moving Image ",No title,,Howard Besser,Peter Decherney,Rina Elster Panatalony,,,,,,,,
0319,Orphans 6: The State,Saturday,"March 29, 2008",,Panel Presentation,for the real orphans...,Salvaging The Passaic Textile Strike (1926),,George Willeman,,,,,,,,,,
0320,Orphans 6: The State,Saturday,"March 29, 2008",,Panel Presentation,for the real orphans...,"on the Jewish Labor Committee's Nos Maisons d'enfants (1949, France)",,Gail Malmgreen,,,,,,,,,,
0321,Orphans 6: The State,Saturday,"March 29, 2008",,Panel Presentation,Left Films Left Behind,"Paul Robeson, Vito Marcantonio, and People's Congressman (1948, Union Films)",,Charles Musser,,,,,,,,,,
0322,Orphans 6: The State,Saturday,"March 29, 2008",,Panel Presentation,Left Films Left Behind,"Inside the ""Mexican Suitcase"": Robert Capa, Gerda Taro, and Chim",,Cynthia Young,,,,,,,,,,
0323,Orphans 6: The State,Saturday,"March 29, 2008",,Panel Presentation,Left Films Left Behind,on El Laya Films Noticiario de Laya unid. footage (ca. 1927),,Roman Gubern,,,,,,,,,,
0324,Orphans 6: The State,Saturday,"March 29, 2008",,Panel Presentation,Left Films Left Behind, Noticiario de Laya No. 3 (1937),,Paula Felix-Didier,,,,,,,,,,
0325,Orphans 6: The State,Saturday,"March 29, 2008",,Panel Presentation,Left Films Left Behind,,,Steven Marsh,,,,,,,,,,
0326,Orphans 6: The State,Saturday,"March 29, 2008",,Panel Presentation,Watching Human Rights,Representations of Human Disability in Scientific and Educational Films,,Laura Kissel,,,,,,,,,,
0327,Orphans 6: The State,Saturday,"March 29, 2008",,Panel Presentation,Watching Human Rights,"Onondagas vs. NYS (Philip Mallory Jones and the Ithica VIdeo Project, 1972)",,Jason Livingston,,,,,,,,,,
0328,Orphans 6: The State,Saturday,"March 29, 2008",,Panel Presentation,Watching Human Rights,Amateur video in human rights advocacy,,Grace Lile,,,,,,,,,,
0329,Orphans 6: The State,Saturday,"March 29, 2008",,Panel Presentation,Watching Human Rights,Mona Jimenez,,Mona Jimenez,,,,,,,,,,
0330,Orphans 6: The State,Saturday,"March 29, 2008",,Panel Presentation,Army FIlms: Pro & Amateur,Why We Film: Signal Corps Operations and WWII Newsreels,,Bill Birch,Greg Wilsbacher,,,,,,,,,
0331,Orphans 6: The State,Saturday,"March 29, 2008",,Panel Presentation,Army FIlms: Pro & Amateur,Orphans of the War: The Unofficial Record of Concentration Camps after V-E Day,,Marsha Orgeron,,,,,,,,,,
0332,Orphans 6: The State,Saturday,"March 29, 2008",,Panel Presentation,Army FIlms: Pro & Amateur,"introduces the newly-preserved Sam Fuller film V-E+1 May 9, 1945",,Mark Toscano,,,,,,"V-E+1 May 9, 1945",,,,
0333,Orphans 6: The State,Saturday,"March 29, 2008",,Panel Presentation,Army FIlms: Pro & Amateur,Sam's Camera,,Christa Lang Fuller,,,,,,,,,,
0334,Orphans 6: The State,Saturday,"March 29, 2008",,Screening,A Celebratory Post-State Finale,opening remarks,,Laura Rooney,,,,,,,,,,
0335,Orphans 6: The State,Saturday,"March 29, 2008",,Screening,A Celebratory Post-State Finale,,,Dan Streible,,,,,,Ro-Revus Talks about Worms (1971),,,,
0336,Orphans 6: The State,Saturday,"March 29, 2008",,Screening,A Celebratory Post-State Finale,,,Skip Eisheimer,,,,,,"Two Hundred (1976, USA)",,,,
0337,Orphans 6: The State,Saturday,"March 29, 2008",,Screening,A Celebratory Post-State Finale,,,JoAnne Stober,,,,,,"Friendly INterchange (1961, Alma Duncan and Audrey McLaren)",,,,
0338,Orphans 6: The State,Saturday,"March 29, 2008",,Screening,A Celebratory Post-State Finale,,,Julie Hubbert,,,,,,"Music for the Silent Newsreel (1930, Fox Movietone News)",,,,
0339,Orphans 6: The State,Saturday,"March 29, 2008",,Screening,A Celebratory Post-State Finale,,,Yvonne Ng,Lisa Fahsenfeld,,,,,The Story of Hackertown (1933),Romance and Red Bank (1934),,,
0340,Orphans 6: The State,Saturday,"March 29, 2008",,Screening,A Celebratory Post-State Finale,,,Joseph Clark,Tome Regal,,,,,"sound from the Radio City Music Hall premiere of Peace, By Adolph Hitler (1941, March of Time)",,,,
0341,Orphans 6: The State,Saturday,"March 29, 2008",,Screening,A Celebratory Post-State Finale,,,Martha Kelly,,,,,,"Our Day (1938, Wallace Kelly)",,,,
0342,Orphans 6: The State,Saturday,"March 29, 2008",,Screening,A Celebratory Post-State Finale,,,Daniela Curro,,,,,,Encore: Think of Me First as a Person (1960-75),,,,
0343,Orphans 6: The State,Saturday,"March 29, 2008",,Screening,A Celebratory Post-State Finale,,,Peggy Ahwesh,,,,,,"Beirut Outtakes (2007, Ms. Ahwesh)",,,,
0344,Orphans 6: The State,Saturday,"March 29, 2008",,Screening,Benedictions,,,,,,,,,"Ground Z (2005, Jem Cohen)","Tunnel of Love (1996, Helen Hill)",,,
0345,Orphans 6: The State,Saturday,"March 29, 2008",,,Postlude,Gatorade,,John Migliore,,,,,,,,,,
0346,Orphans 6: The State,Saturday,"March 29, 2008",,,Postlude,Pie,,Snowden Becker,Liz Coffey,,,,,,,,,
0347,Orphans 7: Moving Pictures Around the World,Wednesday,"April 7, 2010",8:00 PM,Screening,,,,George Wileman,Bill Morrison,,,,,The Janitor (1930) Kinsey Institute film archive: Historical Stag,a Girl & a Gun (2009) with filmmaker Gustav Deutsch, ,,
0348,Orphans 7: Moving Pictures Around the World,Thursday,"April 8, 2010",9:15,Presentation,,Moving Pictures Around the World,,Dan Streible,,,,,,,,,,
0349,Orphans 7: Moving Pictures Around the World,Thursday,"April 8, 2010",9:15 AM,Presentation,,"Orson Welles' Sketch Book (BBC, 1955)",,Stefan DroBler,,,,,,Orson Welles' Sketch Book (1955),,,,
0350,Orphans 7: Moving Pictures Around the World,Thursday,"April 8, 2010",10:00 AM,Panel Presentation,Repatriation,Repatriating Edison Films (1894-95),,Vanessa Toulmin,,,,,,,,,,
0351,Orphans 7: Moving Pictures Around the World,Thursday,"April 8, 2010",10:00 AM,Panel Presentation,Repatriation,The Politics of FIlm Repatriation,,Paolo Cherchi Usai,,,,,,,,,,
0352,Orphans 7: Moving Pictures Around the World,Thursday,"April 8, 2010",10:00 AM,Panel Presentation,Repatriation,,,Mike Mashon,,,,,,,,,,
0353,Orphans 7: Moving Pictures Around the World,Thursday,"April 8, 2010",11:30,Screening,"Film Connection, Australia-America; Or, How American Films Got to Oz and Back",,,Meg Labrum,,,,,,,,,,
0354,Orphans 7: Moving Pictures Around the World,Thursday,"April 8, 2010",11:30,Screening,"Film Connection, Australia-America; Or, How American Films Got to Oz and Back",,,Anette Melville,,,,,,,,,,
0355,Orphans 7: Moving Pictures Around the World,Thursday,"April 8, 2010",11:30,Screening,"Film Connection, Australia-America; Or, How American Films Got to Oz and Back",,,Richard Abel,,,,,,Mutt & Jeff: On Strike (1920),,,,
0356,Orphans 7: Moving Pictures Around the World,Thursday,"April 8, 2010",11:30,Screening,"Film Connection, Australia-America; Or, How American Films Got to Oz and Back",,,Buckey Grimm,,,,,,"(unidentified U.S. Navy documentary, 1915?)",,,,
0357,Orphans 7: Moving Pictures Around the World,Thursday,"April 8, 2010",11:30,Screening,"Film Connection, Australia-America; Or, How American Films Got to Oz and Back",,,Marty Marks (piano),,,,,,,,,,
0358,Orphans 7: Moving Pictures Around the World,Thursday,"April 8, 2010",2:15 PM,Panel Presentation,Audiovisual Preservation Exchange (Apex) In Africa,Establishing Audiovisual Preservation Exchange in Ghana,, ,,,,,,GBC Audiovisual Library Fire (1989/2009),,,,
0359,Orphans 7: Moving Pictures Around the World,Thursday,"April 8, 2010",2:15 PM,Panel Presentation,Audiovisual Preservation Exchange (Apex) In Africa,Reproducing History: Colonial Discourses and Digital Silences in Africa Audiovisual Archives,,Jennifer Blaylock,,,,,,,,,,
0360,Orphans 7: Moving Pictures Around the World,Thursday,"April 8, 2010",2:15 PM,Panel Presentation,Audiovisual Preservation Exchange (Apex) In Africa,Colonial Films from the National Archives of Zimbabwe: The Case of Tiki,,,,,,,,,,,,
0361,Orphans 7: Moving Pictures Around the World,Thursday,"April 8, 2010",3:45 PM,Panel Presentation,World Cinema in the Metropolis of Buenos Aires,The Apex Buenos Aires Project,,Dan Streible,,,,,,,,,,
0362,Orphans 7: Moving Pictures Around the World,Thursday,"April 8, 2010",3:45 PM,Panel Presentation,World Cinema in the Metropolis of Buenos Aires,,,Paula Felix-Didier,,,,,,"The ""Cordobazo"" Uprising, Sucesos Argentinos, 1969",El suplicio del fuego (1923),Cinepa animation (1950s),,*highlights from the Pena Rodriguez Collection
0363,Orphans 7: Moving Pictures Around the World,Thursday,"April 8, 2010",5:00 PM,Screening,Migration,,,Rebecca Baron,Douglas Goodwin,,,,,"Lossless, Nos. 1-5 (2009)",,,,
0364,Orphans 7: Moving Pictures Around the World,Thursday,"April 8, 2010",8:00 PM,Screening,Animating the World: The National Film Board of Breadland,,,,,,,,,"Norman McLaren's Hen Hop (1942/49, National Film Board of Canada)",,,,
0365,Orphans 7: Moving Pictures Around the World,Thursday,"April 8, 2010",8:00 PM,Screening,Animating the World: The National Film Board of Breadland,,,,,,,,,Helen Hill's Scratch and Crow (1995),,,,
0366,Orphans 7: Moving Pictures Around the World,Thursday,"April 8, 2010",8:00 PM,Screening,Animating the World: The National Film Board of Breadland,,,,,,,,,Danielle Ash's Pigeon Dance (2007),,,,
0367,Orphans 7: Moving Pictures Around the World,Thursday,"April 8, 2010",8:00 PM,Award,Animating the World: The National Film Board of Breadland,Helen Hill Award,,Susan Courtney,Laura Kissel,,,,,"Danielle Ash (Pickles for Nickels, 2009)","Jodie Mack (Yardwork is Hardwork, 2008)",,,
0368,Orphans 7: Moving Pictures Around the World,Friday,"April 9, 2010",9:15 AM,Screening,Silent Circuits,,,Donald Sosin (piano),,,,,,"Prelude: origin of Beethoven's Moonlight Sonata (Edison, 1909) ",,,,
0369,Orphans 7: Moving Pictures Around the World,Friday,"April 9, 2010",9:15 AM,Panel Presentation,Silent Circuits,"Reaching the Whole World, 1896-2010: the Global Circulation of Star Films ",,Matthew Solomon,,,,,,,,,,
0370,Orphans 7: Moving Pictures Around the World,Friday,"April 9, 2010",9:15 AM,Screening,Silent Circuits,,,Donald Sosin (piano),,,,,,"Rip's Dreams (La legende de Rip Van Winkle, George Melies, 1905)",,,,
0371,Orphans 7: Moving Pictures Around the World,Friday,"April 9, 2010",9:15 AM,Panel Presentation,Silent Circuits,The Story of A Pictorial Story of Hiawatha,,Nancy Watrous,Judith Miller,Andy Uhrich,,,,"A Pictorial Story of Hiawatha (Katherine Eritz-Bowden and Charles Bowden, 1904)",,,,
0372,Orphans 7: Moving Pictures Around the World,Friday,"April 9, 2010",9:15 AM,Panel Presentation,Silent Circuits,Reenacting the Revolution: Sheriff Eugene Buck's Forgotten Docudrama Ammunition Smuggling on the Mexican Border (1914),,Scott Simmon,Marty Marks (piano),,,,,Ammunition Smuggling on the Mexican Border (1914), ,,,
